index,Grupo,ID_producto,Producto,Cantidad,Venta_Promedio,Monto_gravado,IVA,Total,Fecha_raw,Fecha,Año,Mes
23138,Grupo : PINTURAS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4642,LATEX CORAL UMA ESTRELA FOSCO 18 LTS,300.0,454.5,,123.955,,,2018-12-01,2018.0,12.0
23140,Grupo : PINTURAS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4648,LATEX CORAL UMA ESTRELA RINDE MAS 18 LTS.,2000.0,454.5,,826.364,,,2018-12-18,2018.0,12.0
23143,Grupo : PINTURAS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4662,LATEX CINZA PROFUNDO FOSCO 18 LTS,200.0,644.0,,117.09,,,2018-12-19,2018.0,12.0
23145,Grupo : PINTURAS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,871,ENDUIDO INTERIOR FORTALATEX  1.5 K.,1800.0,9.31667,152.452,15.248,167.7,,2018-12-17,2018.0,12.0
23161,Grupo : PINTURAS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,919,"ENDUIDO ALBA ACRILICO NEGRO  1,6 K.",1600.0,11.91444,173.3,17.331,190.631,,2018-12-21,2018.0,12.0
23176,Grupo : PINTURAS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,920,"ENDUIDO ALBA ACRILICO NEGRO  6,0 K.",2900.0,37.44245,987.115,98.716,,,2018-12-06,2018.0,12.0
23203,Grupo : PINTURAS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,922,ENDUIDO ALBA ACRILICO NEGRO 30 K.,2700.0,157.04807,,385.483,,,2018-12-06,2018.0,12.0
23214,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1134,BALDOSON CEMENTO 30 X 30 X 3,1.003,2.5,,227.955,,,2018-12-11,2018.0,12.0
23234,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,121,BALDOSON CEMENTO 40 X 40 X 3  6xm2,5.327,4.61306,,,,,2018-12-21,2018.0,12.0
23312,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1415,BALDOSA CANTO RODADO 30X30 ROJO,5.173,3.19491,,,,,2018-12-22,2018.0,12.0
23399,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1416,BALDOSA CANTO RODADO 15X30 ROJO,77400.0,4.06912,,286.316,,,2018-12-20,2018.0,12.0
23421,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1762,BALDOSA CALCAREA 20X20 ROJO,3.203,1.33412,,388.473,,,2018-12-13,2018.0,12.0
23463,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1769,VEREDITA NEGRO 15X15 44*M2,1.838,70601.0,,117.969,,,2018-12-18,2018.0,12.0
23496,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,3743,PISO ATERMICO 40*40 BLANCO,11900.0,24.0,,259.636,,,2018-12-21,2018.0,12.0
23499,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,3745,BORDE PISCINA PECHO PALOMA 40*40 BLANCO,100.0,38.0,34.546,3.454,38.0,,2018-12-05,2018.0,12.0
23501,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,3864,PISO ECOLOGICO KING 9*40*40,29600.0,13.5,,363.273,,,2018-04-19,2018.0,4.0
23511,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4176,BALDOSA TAQUITO BASALTICO PULIDO 40X40 GRIS,900.0,6.0,49.091,4.909,54.0,,2018-12-11,2018.0,12.0
23514,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4320,PISO ATERMICO CASA GRANDE 50X50,67800.0,19.11799,,,,,2018-10-05,2018.0,10.0
23526,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4321,BORDE PECHO PALOMA CASA GRANDE 40X50,25800.0,37.5,,879.548,,,2018-12-05,2018.0,12.0
23539,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4322,PISO ATERMICO ESQUINERO CASA GRANDE 50X50,2300.0,75.0,,156.817,,,2018-12-05,2018.0,12.0
23548,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4450,BALDOSON ECOITA 40X40 GRIS NATURAL,3.04,6.4178,,,,,2018-11-20,2018.0,11.0
23562,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4503,"ARDOSIA VERDE 40X40 <6,25XM2>",61500.0,10.1542,,567.71,,,2018-12-17,2018.0,12.0
23583,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4504,"ARDOSIA NEGRA 40X40 <6,25 X M2>",60400.0,9.67245,,531.105,,,2018-12-20,2018.0,12.0
23602,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4505,"ARDOSIA GRIS 40X40 <6,25XM2>",5.547,5.91966,,,,,2018-12-19,2018.0,12.0
23631,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4622,PISO ECOLOGICO CASSOL GRAMA 8X40X40 CM GRIS,26500.0,13.5,,325.228,,,2018-12-21,2018.0,12.0
23634,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,473,VAINILLA 20X20 BLANCO,23500.0,1.5,320.454,32.046,352.5,,2018-09-03,2018.0,9.0
23643,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,806,VEREDITA AMARILLA 15X15 44*M2,10.091,82983.0,,761.26,,,2018-12-20,2018.0,12.0
23698,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,807,VEREDITA KAïA 15X15 44*M2,5.762,75817.0,,397.14,,,2018-12-21,2018.0,12.0
23720,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,808,ZOCALO CALCAREO LISO ROJO 10 X 25,16600.0,3.0,452.727,45.273,498.0,,2018-12-15,2018.0,12.0
23727,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,811,BALDOSA CANTO RODADO 15X30 AMARILLO,11900.0,4.0,432.726,43.274,476.0,,2018-11-16,2018.0,11.0
23733,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,812,BALDOSA GRANITO LAVADO 15X30 NEGRO,18100.0,3.5,575.908,57.592,633.5,,2018-10-16,2018.0,10.0
23739,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,935,BALDOSA CANTO RODADO 30X30 AMARILLO,5.058,3.14465,,,,,2018-11-30,2018.0,11.0
23841,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,937,BALDOSA GRANITO LAVADO 30X30 NEGRO 11xm2,2.645,3.19898,,769.208,,,2018-12-22,2018.0,12.0
23883,Grupo : PISOS EXTERIORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,946,VAINILLA 20X20 NEGRO,1.334,1.4,,169.786,,,2018-12-19,2018.0,12.0
23914,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,100,"DINTEL NRO.16 X 3,00",1200.0,138.95833,,151.591,,,2018-12-20,2018.0,12.0
23923,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,101,"DINTEL NRO.16 X 3,10",100.0,139.5,126.818,12.682,139.5,,2018-12-10,2018.0,12.0
23925,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,102,"DINTEL NRO.16 X 3,20",700.0,160.28571,,102.002,,,2018-08-20,2018.0,8.0
23931,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,103,"DINTEL NRO.16 X 3,30",200.0,166.25,302.273,30.227,332.5,,2018-11-16,2018.0,11.0
23934,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,104,"DINTEL NRO.16 X 3,40",900.0,166.5,,136.228,,,2018-11-24,2018.0,11.0
23939,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,105,"DINTEL NRO.16 X 3,50",900.0,186.88889,,152.908,,,2018-11-21,2018.0,11.0
23948,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,106,"DINTEL NRO.16 X 3,60",700.0,198.0,,126.001,,,2018-12-14,2018.0,12.0
23955,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,108,"DINTEL NRO.16 X 3,80",200.0,240.0,436.364,43.636,480.0,,2018-12-20,2018.0,12.0
23958,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,109,"DINTEL NRO.16 X 3,90",100.0,229.5,208.636,20.864,229.5,,2018-10-12,2018.0,10.0
23960,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,110,"DINTEL NRO.16 X 4,00",900.0,257.05556,,210.318,,,2018-08-22,2018.0,8.0
23970,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,112,"DINTEL NRO.16 X 4,20",200.0,270.0,490.909,49.091,540.0,,2018-11-23,2018.0,11.0
23973,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,114,"DINTEL NRO.16 X 4,40",100.0,297.0,270.0,27.0,297.0,,2018-07-11,2018.0,7.0
23975,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,115,"DINTEL NRO.16 X 4,50",400.0,327.75,,119.181,,,2018-11-06,2018.0,11.0
23979,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,124,CORDON DE VEREDA 50X30X7 CM.,18800.0,12.97872,,221.819,,,2018-11-21,2018.0,11.0
23989,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,126,"POSTE DE 2,50 CURVO",2700.0,40.0,981.818,98.182,,,2018-12-22,2018.0,12.0
23994,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,127,"POSTE DE 2,80 CURVO",1000.0,49.0,445.455,44.545,490.0,,2018-12-20,2018.0,12.0
23997,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2411,MESADA DE GRANITO 0.70 X 1.20 COLOR,200.0,135.0,245.454,24.546,270.0,,2018-10-11,2018.0,10.0
24000,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4056,TAPA CEMENTO  25X25,400.0,15.0,54.545,5.455,60.0,,2018-12-03,2018.0,12.0
24005,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4094,TAPA CEMENTO  20X20,500.0,15.0,68.18,6.82,75.0,,2018-09-07,2018.0,9.0
24010,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4449,PISO ECOLOGICO 16 CARAS PAVER 11.2X22.5X8,55700.0,2.8,,141.782,,,2018-12-11,2018.0,12.0
24014,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4451,BLOQUE CEMENTO 14X19X39,24100.0,6.05021,,132.555,,,2018-10-01,2018.0,10.0
24019,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,BLOQUE CEMENTO 19X19X39CM,5600.0,6.8125,346.818,34.682,381.5,,2018-10-18,2018.0,10.0
24024,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,TAPA CEMENTO  30X30,3400.0,18.05882,558.188,55.812,614.0,,2018-11-29,2018.0,11.0
24047,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,TAPA CEMENTO  35X35,700.0,22.0,140.0,14.0,154.0,,2018-12-12,2018.0,12.0
24052,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,TAPA CEMENTO  40X40,6100.0,26.04918,,144.461,,,2018-11-22,2018.0,11.0
24088,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,TAPA CEMENTO  45X45,700.0,30.14286,191.818,19.182,211.0,,2018-12-07,2018.0,12.0
24094,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,TAPA CEMENTO  50X50,6300.0,32.0127,,183.343,,,2018-12-05,2018.0,12.0
24137,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,TAPA CEMENTO  55X55,200.0,35.0,63.637,6.363,70.0,,2018-12-15,2018.0,12.0
24140,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,TAPA CEMENTO  60X60,3200.0,38.21875,,111.178,,,2018-08-06,2018.0,8.0
24163,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,TAPA CEMENTO  70X70,1500.0,60.26667,821.817,82.183,904.0,,2018-12-06,2018.0,12.0
24177,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,TAPA CEMENTO  80X80,900.0,60.0,490.909,49.091,540.0,,2018-12-01,2018.0,12.0
24184,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,TAPA CEMENTO  90X90,200.0,75.0,136.364,13.636,150.0,,2018-10-02,2018.0,10.0
24187,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,TAPA CEMENTO 100X100,200.0,100.0,181.819,18.181,200.0,,2018-12-05,2018.0,12.0
24190,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,"DINTEL NRO.12 X 1,00",400.0,37.0,134.546,13.454,148.0,,2018-09-28,2018.0,9.0
24194,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,"DINTEL NRO.12 X 1,10",500.0,44.0,200.0,20.0,220.0,,2018-08-24,2018.0,8.0
24198,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,"DINTEL NRO.12 X 1,30",400.0,49.4,179.638,17.962,197.6,,2018-07-09,2018.0,7.0
24203,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,"DINTEL NRO.12 X 1,40",600.0,55.13333,300.727,30.073,330.8,,2018-10-10,2018.0,10.0
24212,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,"DINTEL NRO.12 X 1,50",700.0,55.71429,354.545,35.455,390.0,,2018-09-24,2018.0,9.0
24215,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,"DINTEL NRO.14 X 1,60",1100.0,61.45,614.501,61.449,675.95,,2018-07-05,2018.0,7.0
24222,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,"DINTEL NRO.14 X 1,70",1500.0,62.56,853.09,85.31,938.4,,2018-07-27,2018.0,7.0
24233,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,"DINTEL NRO.14 X 1,80",200.0,69.35,126.091,12.609,138.7,,2018-12-17,2018.0,12.0
24236,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,"DINTEL NRO.14 X 1,90",200.0,78.0,141.818,14.182,156.0,,2018-07-31,2018.0,7.0
24238,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,"DINTEL NRO.14 X 2,00",2200.0,79.45455,,158.909,,,2018-04-04,2018.0,4.0
24256,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,"DINTEL NRO.14 X 2,10",400.0,80.475,292.636,29.264,321.9,,2018-12-22,2018.0,12.0
24260,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,"DINTEL NRO.14 X 2,20",1600.0,83.4375,,121.363,,,2018-09-12,2018.0,9.0
24272,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,"DINTEL NRO.14 X 2,40",800.0,95.0,690.909,69.091,760.0,,2018-11-06,2018.0,11.0
24278,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4619,"DINTEL NRO.14 X 2,30",500.0,88.36,401.637,40.163,441.8,,2018-11-21,2018.0,11.0
24283,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,941,"DINTEL NRO.12 X 1,20",500.0,47.44,215.636,21.564,237.2,,2018-12-10,2018.0,12.0
24289,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,941,"DINTEL NRO.16 X 2,50",1900.0,100.57895,,173.727,,,2018-11-02,2018.0,11.0
24304,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,941,"DINTEL NRO.16 X 2,60",200.0,99.0,180.0,18.0,198.0,,2018-10-22,2018.0,10.0
24307,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,941,"DINTEL NRO.16 X 2,70",600.0,116.45833,635.227,63.523,698.75,,2018-08-07,2018.0,8.0
24311,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,941,"DINTEL NRO.16 X 2,80",900.0,123.03333,,100.664,,,2018-08-01,2018.0,8.0
24318,Grupo : PRE FABRICADO DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,941,"DINTEL NRO.16 X 2,90",100.0,121.5,110.455,11.045,121.5,,2018-10-22,2018.0,10.0
24321,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1023,TEJA LOMA PORA 1RA.A,3.198,1.59812,,464.617,,,2018-08-03,2018.0,8.0
24346,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1033,LAYOTA ROCA 25*25 1RA.  16*M2,10000.0,1.828,166.182,16.618,182.8,,2018-11-28,2018.0,11.0
24351,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1099,LAYOTA IRENE 25X25 1A.RUSTICO,30400.0,1.63816,452.727,45.273,498.0,,2018-12-17,2018.0,12.0
24354,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1126,LADRILLOS KLINKER YOAYU,22.099,2.8675,,,,,2018-11-02,2018.0,11.0
24460,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1128,LAYOTA YOAYU 28X28 1A.B  12 X M2.,3.319,2.1671,,653.872,,,2018-12-20,2018.0,12.0
24480,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1163,LADRILLO PRENS. ROJO PIRAYU 'I,92000.0,85000.0,710.909,71.091,782.0,,2018-12-18,2018.0,12.0
24484,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1259,LADRILLO PRENS. ROJO ANALI,2.426,87473.0,,192.919,,,2018-10-30,2018.0,10.0
24494,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1262,LAMINADO YOAYU 1RA.B,5.376,1.13929,,556.801,,,2018-10-30,2018.0,10.0
24517,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1274,TEJUELON CEPAR 1RA.A,4.711,2.57103,,,,,2018-12-20,2018.0,12.0
24576,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1284,LADRILLO HUECO 6T. 12X18X25 CHACO,2.6,1.69615,,400.909,,,2018-12-17,2018.0,12.0
24581,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1285,LADRILLO PRENS. 3 AG. ROJO ITA YVY,6.346,96506.0,,556.751,,,2018-07-27,2018.0,7.0
24606,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1289,LAYOTA ROCA 28*28 1RA.B  ANTIDEZ.  12*M2,8000.0,2.4,174.546,17.454,192.0,,2018-07-16,2018.0,7.0
24611,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1289,TEJA CEPAR 1RA.B,10.847,1.43691,,,,,2018-08-17,2018.0,8.0
24708,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1306,LADRILLO HUECO 6T 12X18X25 ITAGUA,34000.0,1.7,525.454,52.546,578.0,,2018-12-20,2018.0,12.0
24711,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1307,LADRILLO HUECO 6T 11X17X23 ANALI,83.251,1.44332,,,,,2018-09-22,2018.0,9.0
24875,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1308,LADRILLO HUECO 6T 12X18X25 Ita Yvy,24.356,1.41701,,,,,2018-12-19,2018.0,12.0
24902,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1311,LAYOTA YOAYU 20X20 1A.B   25XM2.,5000.0,95000.0,43.182,4.318,47.5,,2018-12-21,2018.0,12.0
24904,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1312,LAYOTA YOAYU 12X27 1A.B   30XM2.,7.964,62499.0,,452.493,,,2018-11-23,2018.0,11.0
24916,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1395,TEJA PORTUGUESA YOAYU 1RA.B,1.446,2.49295,,327.707,,,2018-12-17,2018.0,12.0
24933,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1419,LADRILLO PRENS. 3 AGUJEROS BLANCO VETEADO,4.375,90000.0,,357.953,,,2018-12-13,2018.0,12.0
24941,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1438,TEJUELA ROCA 1¦B 24x12,10.408,63723.0,,602.938,,,2018-12-10,2018.0,12.0
25020,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1472,CASCOTILLO DE CERAMICA X M3.,2450.0,82.85714,,184.547,,,2018-12-21,2018.0,12.0
25029,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1638,LADRILLEJO YOAYU 1RA.A,4.112,70220.0,,262.494,,,2018-10-12,2018.0,10.0
25046,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1651,TEJA FRANCESA YOAYU 1RA.,1.174,3.00954,,321.2,,,2018-12-22,2018.0,12.0
25079,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1653,LAYOTA ROCA 28*28 1RA.A   12*M2,86500.0,2.4,,188.727,,,2018-12-20,2018.0,12.0
25085,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1654,LAYOTA ROCA 28*28 1RA.B  12*M2.,2.613,2.25132,,534.788,,,2018-12-20,2018.0,12.0
25118,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1706,LADRILLO PRENS. ROJO ÑA ACE,60.191,82556.0,,,,,2018-12-14,2018.0,12.0
25180,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1716,LADRILLO PRENS. ROJO 'AR',158.788,82148.0,,,,,2018-12-20,2018.0,12.0
25358,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1720,LADRILLO PRENS. 3 AG. ANALI,35.88,89312.0,,,,,2018-12-22,2018.0,12.0
25384,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1772,LADRILLEJO ITAGUA 1RA.A,10.816,73158.0,,719.35,,,2018-12-21,2018.0,12.0
25415,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1773,TEJUELA ITAGUA 1¦.A,18000.0,70000.0,114.547,11.453,126.0,,2018-12-19,2018.0,12.0
25422,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2145,LAYOTA ITAUGUA 30 X 30 RUGOSO,9900.0,2.4,216.001,21.599,237.6,,2018-12-01,2018.0,12.0
25424,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2178,GUARDA DECORATIVA ,3200.0,6.31875,183.818,18.382,202.2,,2018-06-13,2018.0,6.0
25427,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2400,LAYOTA ROCA 18*18 1RA.  28*M2.,1.743,96931.0,,153.591,,,2018-11-07,2018.0,11.0
25438,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2400,LADRILLOS REFRACTARIOS RECTO YOAYU,1.203,3.75121,,410.248,,,2018-12-13,2018.0,12.0
25458,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2400,LADRILLOS KLINKER CEPAR,1.126,2.83687,,290.394,,,2018-12-17,2018.0,12.0
25480,Grupo : PRODUCTOS CERAMICOS  de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2400,TEJA ITAGUA 1RA.B,7.948,1.71214,,,,,2018-11-16,2018.0,11.0
